User,Gesture Type,Number of Templates (E),Count,"Reco Result (1 if correct, 0 if incorrect)",Reco Score
1,circle,1,645,1,0.8949185378516611
1,delete_mark,1,645,1,0.917442967770304
1,left_curly_brace,1,645,1,0.8689581346725144
1,left_sq_bracket,1,645,1,0.9458120516069446
1,pigtail,1,645,1,0.8999833028978477
1,question_mark,1,645,1,0.9621172060142839
1,rectangle,1,645,1,0.9456054921960659
1,right_curly_brace,1,645,1,0.9437116717643806
1,right_sq_bracket,1,645,1,0.9592716118577493
1,star,1,645,1,0.9321521164126014
1,triangle,1,645,1,0.9435256656648427
1,v,1,645,1,0.8120778005163611
1,arrow,1,660,1,0.827254923251399
1,caret,1,660,1,0.9692855062221495
1,check,1,660,1,0.940378272707512
1,circle,1,660,1,0.8949185378516611
1,delete_mark,1,660,1,0.917442967770304
1,left_curly_brace,1,660,1,0.8689581346725144
1,left_sq_bracket,1,660,1,0.9458120516069446
1,pigtail,1,660,1,0.8999833028978477
1,question_mark,1,660,1,0.9621172060142839
1,rectangle,1,660,1,0.9456054921960659
1,right_curly_brace,1,660,1,0.9437116717643806
1,right_sq_bracket,1,660,1,0.9592716118577493
1,star,1,660,1,0.9321521164126014
1,triangle,1,660,1,0.9435256656648427
1,v,1,660,1,0.8120778005163611
1,arrow,1,675,1,0.827254923251399
1,caret,1,675,1,0.9692855062221495
1,check,1,675,1,0.940378272707512
1,circle,1,675,1,0.8949185378516611
1,delete_mark,1,675,1,0.917442967770304
1,left_curly_brace,1,675,1,0.8689581346725144
1,left_sq_bracket,1,675,1,0.9458120516069446
1,pigtail,1,675,1,0.8999833028978477
1,question_mark,1,675,1,0.9621172060142839
1,rectangle,1,675,1,0.9456054921960659
1,right_curly_brace,1,675,1,0.9437116717643806
1,right_sq_bracket,1,675,1,0.9592716118577493
1,star,1,675,1,0.9321521164126014
1,triangle,1,675,1,0.9435256656648427
1,v,1,675,1,0.8120778005163611
1,arrow,1,690,1,0.827254923251399
1,caret,1,690,1,0.9692855062221495
1,check,1,690,1,0.940378272707512
1,circle,1,690,1,0.8949185378516611
1,delete_mark,1,690,1,0.917442967770304
1,left_curly_brace,1,690,1,0.8689581346725144
1,left_sq_bracket,1,690,1,0.9458120516069446
1,pigtail,1,690,1,0.8999833028978477
1,question_mark,1,690,1,0.9621172060142839
1,rectangle,1,690,1,0.9456054921960659
1,right_curly_brace,1,690,1,0.9437116717643806
1,right_sq_bracket,1,690,1,0.9592716118577493
1,star,1,690,1,0.9321521164126014
1,triangle,1,690,1,0.9435256656648427
1,v,1,690,1,0.8120778005163611
1,arrow,1,705,1,0.827254923251399
1,caret,1,705,1,0.9692855062221495
1,check,1,705,1,0.940378272707512
1,circle,1,705,1,0.8949185378516611
1,delete_mark,1,705,1,0.917442967770304
1,left_curly_brace,1,705,1,0.8689581346725144
1,left_sq_bracket,1,705,1,0.9458120516069446
1,pigtail,1,705,1,0.8999833028978477
1,question_mark,1,705,1,0.9621172060142839
1,rectangle,1,705,1,0.9456054921960659
1,right_curly_brace,1,705,1,0.9437116717643806
1,right_sq_bracket,1,705,1,0.9592716118577493
1,star,1,705,1,0.9321521164126014
1,triangle,1,705,1,0.9435256656648427
1,v,1,705,1,0.8120778005163611
1,arrow,1,720,1,0.827254923251399
1,caret,1,720,1,0.9692855062221495
1,check,1,720,1,0.940378272707512
1,circle,1,720,1,0.8949185378516611
1,delete_mark,1,720,1,0.917442967770304
1,left_curly_brace,1,720,1,0.8689581346725144
1,left_sq_bracket,1,720,1,0.9458120516069446
1,pigtail,1,720,1,0.8999833028978477
1,question_mark,1,720,1,0.9621172060142839
1,rectangle,1,720,1,0.9456054921960659
1,right_curly_brace,1,720,1,0.9437116717643806
1,right_sq_bracket,1,720,1,0.9592716118577493
1,star,1,720,1,0.9321521164126014
1,triangle,1,720,1,0.9435256656648427
1,v,1,720,1,0.8120778005163611
1,arrow,1,735,1,0.827254923251399
1,caret,1,735,1,0.9692855062221495
1,check,1,735,1,0.940378272707512
1,circle,1,735,1,0.8949185378516611
1,delete_mark,1,735,1,0.917442967770304
1,left_curly_brace,1,735,1,0.8689581346725144
1,left_sq_bracket,1,735,1,0.9458120516069446
1,pigtail,1,735,1,0.8999833028978477
1,question_mark,1,735,1,0.9621172060142839
1,rectangle,1,735,1,0.9456054921960659
1,right_curly_brace,1,735,1,0.9437116717643806
1,right_sq_bracket,1,735,1,0.9592716118577493
1,star,1,735,1,0.9321521164126014
1,triangle,1,735,1,0.9435256656648427
1,v,1,735,1,0.8120778005163611
1,arrow,1,750,1,0.827254923251399
1,caret,1,750,1,0.9692855062221495
1,check,1,750,1,0.940378272707512
1,circle,1,750,1,0.8949185378516611
1,delete_mark,1,750,1,0.917442967770304
1,left_curly_brace,1,750,1,0.8689581346725144
1,left_sq_bracket,1,750,1,0.9458120516069446
1,pigtail,1,750,1,0.8999833028978477
1,question_mark,1,750,1,0.9621172060142839
1,rectangle,1,750,1,0.9456054921960659
1,right_curly_brace,1,750,1,0.9437116717643806
1,right_sq_bracket,1,750,1,0.9592716118577493
1,star,1,750,1,0.9321521164126014
1,triangle,1,750,1,0.9435256656648427
1,v,1,750,1,0.8120778005163611
1,arrow,1,765,1,0.827254923251399
1,caret,1,765,1,0.9692855062221495
1,check,1,765,1,0.940378272707512
1,circle,1,765,1,0.8949185378516611
1,delete_mark,1,765,1,0.917442967770304
1,left_curly_brace,1,765,1,0.8689581346725144
1,left_sq_bracket,1,765,1,0.9458120516069446
1,pigtail,1,765,1,0.8999833028978477
1,question_mark,1,765,1,0.9621172060142839
1,rectangle,1,765,1,0.9456054921960659
1,right_curly_brace,1,765,1,0.9437116717643806
1,right_sq_bracket,1,765,1,0.9592716118577493
1,star,1,765,1,0.9321521164126014
1,triangle,1,765,1,0.9435256656648427
1,v,1,765,1,0.8120778005163611
1,arrow,1,780,1,0.827254923251399
1,caret,1,780,1,0.9692855062221495
1,check,1,780,1,0.940378272707512
1,circle,1,780,1,0.8949185378516611
1,delete_mark,1,780,1,0.917442967770304
1,left_curly_brace,1,780,1,0.8689581346725144
1,left_sq_bracket,1,780,1,0.9458120516069446
1,pigtail,1,780,1,0.8999833028978477
1,question_mark,1,780,1,0.9621172060142839
1,rectangle,1,780,1,0.9456054921960659
1,right_curly_brace,1,780,1,0.9437116717643806
1,right_sq_bracket,1,780,1,0.9592716118577493
1,star,1,780,1,0.9321521164126014
1,triangle,1,780,1,0.9435256656648427
1,v,1,780,1,0.8120778005163611
1,arrow,1,795,1,0.827254923251399
1,caret,1,795,1,0.9692855062221495
1,check,1,795,1,0.940378272707512
1,circle,1,795,1,0.8949185378516611
1,delete_mark,1,795,1,0.917442967770304
1,left_curly_brace,1,795,1,0.8689581346725144
1,left_sq_bracket,1,795,1,0.9458120516069446
1,pigtail,1,795,1,0.8999833028978477
1,question_mark,1,795,1,0.9621172060142839
1,rectangle,1,795,1,0.9456054921960659
1,right_curly_brace,1,795,1,0.9437116717643806
1,right_sq_bracket,1,795,1,0.9592716118577493
1,star,1,795,1,0.9321521164126014
1,triangle,1,795,1,0.9435256656648427
1,v,1,795,1,0.8120778005163611
1,arrow,1,810,1,0.827254923251399
1,caret,1,810,1,0.9692855062221495
1,check,1,810,1,0.940378272707512
1,circle,1,810,1,0.8949185378516611
1,delete_mark,1,810,1,0.917442967770304
1,left_curly_brace,1,810,1,0.8689581346725144
1,left_sq_bracket,1,810,1,0.9458120516069446
1,pigtail,1,810,1,0.8999833028978477
1,question_mark,1,810,1,0.9621172060142839
1,rectangle,1,810,1,0.9456054921960659
1,right_curly_brace,1,810,1,0.9437116717643806
1,right_sq_bracket,1,810,1,0.9592716118577493
1,star,1,810,1,0.9321521164126014
1,triangle,1,810,1,0.9435256656648427
1,v,1,810,1,0.8120778005163611
1,arrow,1,825,1,0.827254923251399
1,caret,1,825,1,0.9692855062221495
1,check,1,825,1,0.940378272707512
1,circle,1,825,1,0.8949185378516611
1,delete_mark,1,825,1,0.917442967770304
1,left_curly_brace,1,825,1,0.8689581346725144
1,left_sq_bracket,1,825,1,0.9458120516069446
1,pigtail,1,825,1,0.8999833028978477
