User,Gesture Type,Number of Templates (E),Count,"Reco Result (1 if correct, 0 if incorrect)",Reco Score
2,left_sq_bracket,1,135,1,0.93722975218304
2,pigtail,1,135,1,0.9267606261706012
2,question_mark,1,135,1,0.8937106397100156
2,rectangle,1,135,1,0.9735564228357081
2,right_curly_brace,1,135,1,0.9516322628166927
2,right_sq_bracket,1,135,1,0.8486746133869253
2,star,1,135,1,0.9560045277540729
2,triangle,1,135,1,0.9594136020750024
2,v,1,135,1,0.9694470048276584
2,arrow,2,150,1,0.8372307703937579
2,caret,2,150,1,0.9621398987559074
2,check,2,150,1,0.9688735100001138
2,circle,2,150,1,0.9477973710721944
2,delete_mark,2,150,1,0.9653670573285857
2,left_curly_brace,2,150,1,0.9347312434663039
2,left_sq_bracket,2,150,1,0.9241820993379575
2,pigtail,2,150,1,0.9516317214063141
2,question_mark,2,150,1,0.957513507764184
2,rectangle,2,150,1,0.9827344208749357
2,right_curly_brace,2,150,1,0.9037516947598153
2,right_sq_bracket,2,150,1,0.9551208279863127
2,star,2,150,1,0.9342062659695218
2,triangle,2,150,1,0.9610282429131198
2,v,2,150,1,0.9543850302061558
2,arrow,3,165,1,0.9379808597282886
2,caret,3,165,1,0.9388584930671875
2,check,3,165,1,0.9828236378810259
2,circle,3,165,1,0.9722907263112639
2,delete_mark,3,165,1,0.9858620286914028
2,left_curly_brace,3,165,1,0.9535576568458547
2,left_sq_bracket,3,165,1,0.968133691395024
2,pigtail,3,165,1,0.9379091246372768
2,question_mark,3,165,1,0.9631905475674705
2,rectangle,3,165,1,0.9626107395295732
2,right_curly_brace,3,165,1,0.9286652103648757
2,right_sq_bracket,3,165,1,0.9516856004373819
2,star,3,165,1,0.9171859664683474
2,triangle,3,165,1,0.9788780113012363
2,v,3,165,1,0.9755017313596474
2,arrow,4,180,1,0.9459043944364876
2,caret,4,180,1,0.9797007563394238
2,check,4,180,1,0.9901980378870873
2,circle,4,180,1,0.9773142102235451
2,delete_mark,4,180,1,0.9704076940936274
2,left_curly_brace,4,180,1,0.9029689554807275
2,left_sq_bracket,4,180,1,0.9767921007023099
2,pigtail,4,180,1,0.9238719200669565
2,question_mark,4,180,1,0.9467331067710885
